log	0.0	7.447552e-01	6.900968e-01	7.942634e-01
log	0.1	7.543860e-01	7.001596e-01	8.032375e-01
log	0.2	7.526132e-01	6.984898e-01	8.014375e-01
log	0.3	7.657343e-01	7.122819e-01	8.135880e-01
log	0.4	7.386760e-01	6.837995e-01	7.885494e-01
log	0.5	7.552448e-01	7.011697e-01	8.039457e-01
log	0.6	8.111888e-01	7.609389e-01	8.548594e-01
log	0.7	7.491289e-01	6.948110e-01	7.982219e-01
log	0.8	7.909408e-01	7.392556e-01	8.365072e-01
log	0.9	7.657343e-01	7.122819e-01	8.135880e-01
log	1.0	7.972028e-01	7.458742e-01	8.422555e-01
npn	0.0	8.000000e-01	7.487823e-01	8.448587e-01
npn	0.1	7.867133e-01	7.346321e-01	8.327451e-01
npn	0.2	8.076923e-01	7.571644e-01	8.517170e-01
npn	0.3	8.035088e-01	7.525581e-01	8.480241e-01
npn	0.4	7.867133e-01	7.346321e-01	8.327451e-01
npn	0.5	8.098592e-01	7.593088e-01	8.538121e-01
npn	0.6	8.041958e-01	7.533955e-01	8.485687e-01
npn	0.7	8.006993e-01	7.496321e-01	8.454149e-01
npn	0.8	8.041958e-01	7.533955e-01	8.485687e-01
npn	0.9	7.972028e-01	7.458742e-01	8.422555e-01
npn	1.0	7.797203e-01	7.271627e-01	8.263790e-01
qn	0.0	7.447552e-01	6.900968e-01	7.942634e-01
qn	0.1	7.543860e-01	7.001596e-01	8.032375e-01
qn	0.2	7.526132e-01	6.984898e-01	8.014375e-01
qn	0.3	7.657343e-01	7.122819e-01	8.135880e-01
qn	0.4	7.386760e-01	6.837995e-01	7.885494e-01
qn	0.5	7.552448e-01	7.011697e-01	8.039457e-01
qn	0.6	8.111888e-01	7.609389e-01	8.548594e-01
qn	0.7	7.491289e-01	6.948110e-01	7.982219e-01
qn	0.8	7.909408e-01	7.392556e-01	8.365072e-01
qn	0.9	7.657343e-01	7.122819e-01	8.135880e-01
qn	1.0	7.972028e-01	7.458742e-01	8.422555e-01
tdm	0.0	7.447552e-01	6.900968e-01	7.942634e-01
tdm	0.1	7.929825e-01	7.412468e-01	8.385114e-01
tdm	0.2	7.526132e-01	6.984898e-01	8.014375e-01
tdm	0.3	7.992958e-01	7.479266e-01	8.442985e-01
tdm	0.4	7.657343e-01	7.122819e-01	8.135880e-01
tdm	0.5	7.587413e-01	7.048693e-01	8.071643e-01
tdm	0.6	7.867133e-01	7.346321e-01	8.327451e-01
tdm	0.7	7.832168e-01	7.308949e-01	8.295646e-01
tdm	0.8	8.041958e-01	7.533955e-01	8.485687e-01
tdm	0.9	7.560976e-01	7.021730e-01	8.046488e-01
tdm	1.0	6.140351e-01	5.548128e-01	6.708598e-01
un	0.0	7.447552e-01	6.900968e-01	7.942634e-01
un	0.1	7.552448e-01	7.011697e-01	8.039457e-01
un	0.2	7.587413e-01	7.048693e-01	8.071643e-01
un	0.3	7.951389e-01	7.438537e-01	8.402369e-01
un	0.4	7.692308e-01	7.159951e-01	8.167929e-01
un	0.5	8.041958e-01	7.533955e-01	8.485687e-01
un	0.6	8.076923e-01	7.571644e-01	8.517170e-01
un	0.7	7.412587e-01	6.864143e-01	7.910274e-01
un	0.8	7.867133e-01	7.346321e-01	8.327451e-01
un	0.9	7.684211e-01	7.150339e-01	8.161319e-01
un	1.0	0.5578947368	0.4981336732	0.6164394897
